,id,Neighb,Restaurant,Hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
15,ChIJiUno8TmHhYARF38bDFH8Oic,Richmond,Village Pizzeria,15.0,15.0,27.0,9.0,15.0,21.0,45.0,36.0
16,ChIJiUno8TmHhYARF38bDFH8Oic,Richmond,Village Pizzeria,16.0,30.0,27.0,15.0,21.0,24.0,45.0,51.0
17,ChIJiUno8TmHhYARF38bDFH8Oic,Richmond,Village Pizzeria,17.0,45.0,21.0,21.0,36.0,48.0,69.0,75.0
18,ChIJiUno8TmHhYARF38bDFH8Oic,Richmond,Village Pizzeria,18.0,48.0,15.0,27.0,45.0,78.0,100.0,90.0
19,ChIJiUno8TmHhYARF38bDFH8Oic,Richmond,Village Pizzeria,19.0,45.0,18.0,30.0,36.0,87.0,93.0,87.0
20,ChIJiUno8TmHhYARF38bDFH8Oic,Richmond,Village Pizzeria,20.0,45.0,21.0,27.0,30.0,72.0,54.0,75.0
21,ChIJiUno8TmHhYARF38bDFH8Oic,Richmond,Village Pizzeria,21.0,54.0,24.0,24.0,45.0,45.0,30.0,57.0
22,ChIJiUno8TmHhYARF38bDFH8Oic,Richmond,Village Pizzeria,22.0,42.0,18.0,15.0,15.0,24.0,21.0,24.0
23,ChIJiUno8TmHhYARF38bDFH8Oic,Richmond,Village Pizzeria,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,11.0,5.0,0.0,5.0,2.0,12.0,6.0,25.0
12,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,12.0,20.0,0.0,10.0,13.0,30.0,27.0,44.0
13,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,13.0,30.0,0.0,15.0,18.0,36.0,67.0,65.0
14,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,14.0,18.0,0.0,10.0,7.0,21.0,100.0,82.0
15,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,15.0,0.0,0.0,0.0,0.0,0.0,94.0,89.0
16,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,16.0,0.0,0.0,0.0,0.0,0.0,62.0,83.0
17,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,17.0,25.0,0.0,17.0,37.0,29.0,41.0,67.0
18,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,18.0,49.0,0.0,35.0,67.0,54.0,54.0,54.0
19,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,19.0,54.0,0.0,46.0,78.0,70.0,77.0,60.0
20,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,20.0,35.0,0.0,37.0,62.0,64.0,73.0,51.0
21,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,21.0,0.0,0.0,0.0,0.0,41.0,44.0,0.0
22,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ChIJQXnZ_ASHhYARiIl0VPpsEQs,Richmond,Pizzetta 211,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,0.0,0.0,0.0,0.0,0.0,0.0,23.0,52.0
1,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,10.0,0.0,5.0,11.0,5.0,0.0,11.0,5.0
11,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,11.0,5.0,5.0,11.0,11.0,5.0,29.0,11.0
12,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,12.0,17.0,11.0,11.0,17.0,5.0,47.0,17.0
13,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,13.0,23.0,11.0,11.0,17.0,11.0,47.0,23.0
14,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,14.0,17.0,11.0,17.0,17.0,11.0,35.0,29.0
15,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,15.0,5.0,17.0,17.0,17.0,23.0,23.0,23.0
16,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,16.0,11.0,17.0,29.0,17.0,29.0,23.0,17.0
17,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,17.0,47.0,17.0,41.0,29.0,41.0,41.0,29.0
18,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,18.0,82.0,47.0,47.0,41.0,47.0,58.0,58.0
19,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,19.0,64.0,100.0,47.0,52.0,52.0,47.0,35.0
20,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,20.0,41.0,58.0,47.0,58.0,58.0,41.0,17.0
21,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,21.0,47.0,17.0,41.0,52.0,52.0,58.0,29.0
22,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,22.0,47.0,29.0,35.0,35.0,47.0,100.0,35.0
23,ChIJuRpm-oOHhYARDWePG2cRmBQ,Sunset,Domino's Pizza,23.0,23.0,29.0,23.0,23.0,35.0,100.0,23.0
0,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,12.0,8.0,0.0,0.0,0.0,13.0,19.0,23.0
13,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,13.0,17.0,0.0,0.0,0.0,18.0,31.0,34.0
14,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,14.0,21.0,0.0,0.0,0.0,23.0,37.0,45.0
15,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,15.0,18.0,0.0,0.0,0.0,30.0,41.0,54.0
16,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,16.0,18.0,0.0,0.0,0.0,42.0,54.0,58.0
17,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,17.0,30.0,0.0,32.0,28.0,60.0,78.0,65.0
18,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,18.0,44.0,0.0,65.0,66.0,83.0,100.0,79.0
19,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,19.0,45.0,0.0,86.0,97.0,95.0,100.0,82.0
20,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,20.0,32.0,0.0,73.0,91.0,83.0,77.0,55.0
21,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,21.0,15.0,0.0,39.0,52.0,55.0,45.0,23.0
22,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,22.0,0.0,0.0,0.0,0.0,27.0,21.0,0.0
23,ChIJv50vpo-HhYARcpT8f3sjfFs,Sunset,The Pizza Place on Noriega,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,11.0,7.0,3.0,11.0,14.0,3.0,3.0,7.0
12,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,12.0,22.0,18.0,14.0,29.0,48.0,11.0,25.0
13,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,13.0,29.0,25.0,14.0,33.0,22.0,25.0,48.0
14,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,14.0,18.0,22.0,7.0,33.0,7.0,48.0,55.0
15,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,15.0,7.0,29.0,7.0,29.0,18.0,66.0,48.0
16,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,16.0,18.0,40.0,29.0,37.0,37.0,74.0,51.0
17,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,17.0,51.0,51.0,51.0,55.0,55.0,81.0,55.0
18,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,18.0,66.0,55.0,33.0,59.0,62.0,96.0,44.0
19,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,19.0,48.0,62.0,14.0,59.0,55.0,100.0,44.0
20,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,20.0,51.0,66.0,33.0,55.0,37.0,85.0,59.0
21,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,21.0,62.0,55.0,62.0,44.0,48.0,55.0,48.0
22,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,22.0,44.0,33.0,51.0,29.0,70.0,29.0,18.0
23,ChIJac6NJJeHhYARbgnjOkxc-ts,Sunset,Golden Gate Indian Cuisine & Pizza,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,0.0,18.0,0.0,0.0,26.0,36.0,73.0,100.0
1,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,1.0,0.0,0.0,0.0,0.0,0.0,32.0,55.0
2,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,11.0,0.0,0.0,6.0,12.0,10.0,8.0,8.0
12,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,12.0,0.0,0.0,14.0,18.0,16.0,20.0,42.0
13,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,13.0,0.0,0.0,24.0,18.0,20.0,36.0,67.0
14,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,14.0,0.0,0.0,30.0,14.0,20.0,46.0,42.0
15,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,15.0,16.0,10.0,32.0,12.0,22.0,44.0,20.0
16,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,16.0,26.0,22.0,34.0,18.0,28.0,38.0,30.0
17,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,17.0,38.0,36.0,38.0,28.0,42.0,42.0,48.0
18,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,18.0,46.0,48.0,42.0,40.0,61.0,59.0,57.0
19,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,19.0,51.0,55.0,44.0,48.0,71.0,71.0,51.0
20,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,20.0,46.0,61.0,42.0,51.0,67.0,69.0,40.0
21,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,21.0,36.0,63.0,48.0,48.0,59.0,51.0,46.0
22,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,22.0,24.0,51.0,59.0,57.0,67.0,36.0,55.0
23,ChIJj2dkgWWHhYAReMxgaDvJN-E,Sunset,SF Hole In The Wall Pizza,23.0,0.0,0.0,53.0,67.0,85.0,65.0,42.0
0,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,0.0,38.0,46.0,34.0,38.0,56.0,95.0,77.0
1,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,1.0,25.0,41.0,14.0,26.0,34.0,58.0,79.0
2,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,11.0,8.0,25.0,14.0,19.0,14.0,10.0,7.0
12,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,12.0,16.0,35.0,20.0,28.0,19.0,19.0,19.0
13,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,13.0,19.0,25.0,22.0,29.0,22.0,28.0,29.0
14,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,14.0,17.0,14.0,20.0,23.0,20.0,28.0,28.0
15,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,15.0,14.0,14.0,19.0,19.0,17.0,23.0,22.0
16,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,16.0,14.0,20.0,20.0,20.0,14.0,14.0,23.0
17,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,17.0,19.0,23.0,26.0,26.0,16.0,13.0,31.0
18,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,18.0,23.0,25.0,31.0,34.0,23.0,22.0,37.0
19,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,19.0,25.0,23.0,29.0,40.0,38.0,43.0,37.0
20,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,20.0,25.0,20.0,23.0,41.0,53.0,65.0,31.0
21,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,21.0,20.0,22.0,17.0,38.0,64.0,68.0,26.0
22,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,22.0,16.0,34.0,22.0,35.0,80.0,50.0,29.0
23,ChIJVVVoyq-AhYARZ7qPTK8h_PI,Fillmore,Seniore's Pizza,23.0,23.0,43.0,34.0,46.0,100.0,37.0,37.0
0,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0
1,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,1.0,0.0,0.0,0.0,0.0,0.0,41.0,91.0
2,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,2.0,0.0,0.0,0.0,0.0,0.0,29.0,50.0
3,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,11.0,0.0,16.0,4.0,0.0,4.0,8.0,0.0
12,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,12.0,4.0,25.0,8.0,4.0,8.0,12.0,12.0
13,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,13.0,8.0,20.0,8.0,20.0,12.0,16.0,16.0
14,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,14.0,12.0,16.0,8.0,16.0,12.0,20.0,4.0
15,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,15.0,16.0,16.0,12.0,8.0,16.0,29.0,8.0
16,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,16.0,20.0,20.0,16.0,12.0,20.0,33.0,16.0
17,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,17.0,25.0,20.0,20.0,16.0,25.0,37.0,29.0
18,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,18.0,25.0,16.0,25.0,20.0,25.0,41.0,41.0
19,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,19.0,20.0,16.0,37.0,25.0,29.0,41.0,50.0
20,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,20.0,29.0,29.0,54.0,33.0,50.0,37.0,50.0
21,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,21.0,37.0,45.0,58.0,37.0,87.0,37.0,45.0
22,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,22.0,37.0,45.0,50.0,37.0,75.0,45.0,33.0
23,ChIJKdBPIbGAhYAReY40PnZjmxA,Fillmore,Primo Pizza,23.0,25.0,29.0,29.0,29.0,54.0,70.0,20.0
0,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
