,id,Neighb,Restaurant,Hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
2,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,15.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0
16,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,16.0,0.0,0.0,0.0,0.0,13.0,19.0,13.0
17,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,17.0,17.0,12.0,7.0,13.0,43.0,42.0,29.0
18,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,18.0,34.0,32.0,28.0,34.0,81.0,76.0,52.0
19,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,19.0,44.0,51.0,53.0,48.0,95.0,100.0,64.0
20,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,20.0,35.0,47.0,48.0,41.0,82.0,90.0,53.0
21,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,21.0,18.0,26.0,21.0,20.0,53.0,57.0,28.0
22,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,22.0,0.0,0.0,0.0,0.0,23.0,24.0,0.0
23,ChIJzf0lTbCAhYARqz-tqaIyJaY,Fillmore,Little Star Pizza,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,11.0,12.0,6.0,12.0,12.0,6.0,6.0,18.0
12,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,12.0,25.0,18.0,31.0,18.0,25.0,25.0,25.0
13,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,13.0,31.0,25.0,37.0,18.0,37.0,43.0,37.0
14,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,14.0,18.0,18.0,25.0,18.0,25.0,37.0,43.0
15,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,15.0,6.0,12.0,6.0,12.0,12.0,25.0,37.0
16,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,16.0,0.0,12.0,6.0,12.0,12.0,25.0,31.0
17,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,17.0,6.0,31.0,25.0,25.0,25.0,37.0,62.0
18,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,18.0,25.0,50.0,56.0,50.0,50.0,68.0,50.0
19,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,19.0,62.0,62.0,50.0,75.0,68.0,87.0,12.0
20,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,20.0,81.0,50.0,25.0,68.0,81.0,100.0,37.0
21,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,21.0,68.0,25.0,37.0,43.0,68.0,93.0,50.0
22,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,22.0,0.0,0.0,0.0,0.0,43.0,68.0,0.0
23,ChIJgaqMEZ-AhYARektJ_RuUq4E,Fillmore,Baiano Pizzeria,23.0,0.0,0.0,0.0,0.0,18.0,37.0,0.0
0,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,0.0,0.0,0.0,0.0,0.0,27.0,45.0,59.0
1,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,1.0,0.0,0.0,0.0,0.0,13.0,18.0,59.0
2,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,11.0,9.0,54.0,9.0,13.0,22.0,4.0,4.0
12,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,12.0,22.0,45.0,31.0,18.0,22.0,9.0,27.0
13,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,13.0,31.0,27.0,27.0,22.0,22.0,9.0,13.0
14,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,14.0,22.0,27.0,9.0,22.0,13.0,13.0,4.0
15,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,15.0,13.0,27.0,4.0,22.0,9.0,18.0,9.0
16,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,16.0,18.0,18.0,13.0,22.0,13.0,18.0,22.0
17,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,17.0,22.0,13.0,31.0,18.0,36.0,18.0,40.0
18,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,18.0,27.0,13.0,50.0,13.0,36.0,22.0,54.0
19,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,19.0,22.0,22.0,50.0,18.0,36.0,63.0,50.0
20,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,20.0,18.0,27.0,36.0,27.0,63.0,100.0,31.0
21,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,21.0,9.0,22.0,13.0,40.0,90.0,63.0,13.0
22,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,22.0,0.0,0.0,0.0,50.0,95.0,18.0,0.0
23,ChIJd6Gzi5qAhYARdzD_d3PwtSc,Fillmore,Himalayan Pizza & Momo,23.0,0.0,0.0,0.0,45.0,77.0,27.0,0.0
0,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,11.0,1.0,10.0,1.0,7.0,12.0,13.0,5.0
12,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,12.0,5.0,14.0,4.0,12.0,18.0,21.0,15.0
13,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,13.0,9.0,16.0,5.0,17.0,20.0,28.0,25.0
14,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,14.0,13.0,17.0,6.0,19.0,18.0,31.0,28.0
15,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,15.0,18.0,16.0,5.0,19.0,15.0,32.0,28.0
16,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,16.0,25.0,15.0,10.0,21.0,15.0,38.0,33.0
17,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,17.0,33.0,18.0,22.0,31.0,29.0,55.0,48.0
18,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,18.0,43.0,26.0,42.0,44.0,57.0,74.0,64.0
19,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,19.0,47.0,34.0,58.0,54.0,86.0,81.0,68.0
20,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,20.0,41.0,36.0,59.0,52.0,100.0,78.0,56.0
21,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,21.0,26.0,27.0,42.0,38.0,85.0,70.0,36.0
22,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,22.0,0.0,0.0,0.0,0.0,54.0,43.0,0.0
23,ChIJZcmnbaKAhYARlw87UJD_1Vw,Fillmore,Patxi's Pizza Hayes Valley,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),11.0,3.0,0.0,5.0,3.0,6.0,6.0,8.0
12,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),12.0,7.0,0.0,8.0,7.0,21.0,20.0,27.0
13,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),13.0,10.0,0.0,12.0,11.0,28.0,38.0,42.0
14,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),14.0,10.0,0.0,14.0,11.0,16.0,47.0,35.0
15,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),15.0,9.0,0.0,12.0,9.0,9.0,42.0,21.0
16,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),16.0,10.0,0.0,12.0,9.0,18.0,35.0,27.0
17,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),17.0,18.0,21.0,22.0,22.0,39.0,45.0,57.0
18,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),18.0,31.0,35.0,45.0,48.0,62.0,74.0,87.0
19,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),19.0,38.0,40.0,63.0,66.0,74.0,100.0,85.0
20,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),20.0,31.0,30.0,52.0,56.0,67.0,94.0,54.0
21,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),21.0,17.0,15.0,25.0,28.0,46.0,64.0,21.0
22,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),22.0,0.0,0.0,0.0,0.0,23.0,31.0,0.0
23,ChIJ4zlZM8aAhYARRTqiavm0Xcs,Polk,Pizzeria Delfina (2),23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,0.0,0.0,0.0,0.0,0.0,0.0,30.0,46.0
1,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,1.0,0.0,0.0,0.0,0.0,0.0,16.0,76.0
2,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,11.0,36.0,13.0,36.0,33.0,10.0,3.0,10.0
12,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,12.0,53.0,73.0,60.0,70.0,40.0,16.0,53.0
13,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,13.0,43.0,10.0,66.0,50.0,53.0,33.0,20.0
14,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,14.0,26.0,13.0,50.0,16.0,36.0,26.0,13.0
15,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,15.0,23.0,26.0,30.0,10.0,33.0,33.0,30.0
16,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,16.0,43.0,40.0,26.0,20.0,40.0,53.0,43.0
17,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,17.0,66.0,46.0,40.0,36.0,43.0,73.0,50.0
18,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,18.0,73.0,46.0,53.0,50.0,46.0,93.0,60.0
19,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,19.0,73.0,40.0,50.0,56.0,50.0,100.0,60.0
20,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,20.0,80.0,26.0,30.0,50.0,56.0,96.0,46.0
21,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,21.0,60.0,13.0,13.0,36.0,60.0,80.0,23.0
22,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,22.0,0.0,0.0,0.0,20.0,56.0,60.0,0.0
23,ChIJFQHMOa-AhYARnfFStDNx8c8,Polk,Presidio Pizza Company,23.0,0.0,0.0,0.0,40.0,46.0,40.0,0.0
0,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0
1,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,11.0,0.0,0.0,9.0,0.0,27.0,36.0,9.0
12,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,12.0,0.0,9.0,18.0,0.0,36.0,54.0,9.0
13,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,13.0,0.0,9.0,27.0,0.0,36.0,45.0,18.0
14,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,14.0,0.0,0.0,27.0,0.0,27.0,45.0,18.0
15,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,15.0,0.0,9.0,27.0,0.0,18.0,63.0,18.0
16,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,16.0,0.0,18.0,36.0,0.0,27.0,81.0,27.0
17,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,17.0,0.0,45.0,63.0,0.0,45.0,90.0,54.0
18,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,18.0,0.0,72.0,100.0,0.0,72.0,90.0,81.0
19,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,19.0,0.0,81.0,100.0,0.0,90.0,90.0,81.0
20,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,20.0,0.0,81.0,63.0,0.0,100.0,81.0,81.0
21,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,21.0,0.0,90.0,45.0,0.0,90.0,63.0,72.0
22,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,22.0,0.0,72.0,27.0,0.0,63.0,45.0,45.0
23,ChIJz-9_3JSAhYARIJzUYTx3N_o,Polk,Victor’s Pizzeria & Italian Restaurant,23.0,0.0,36.0,9.0,0.0,45.0,27.0,18.0
0,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
